Commit_Hash,Date_Time,Author,Change_Description,Files_Modified
d78739a,2026-04-06 17:51:12,Dinesh Babu,Add spare assemblies and sample export formats,"backend/alembic/versions/0016_add_spare_assembly_fields.py, backend/app/api/v1/export.py, backend/app/api/v1/spares.py, backend/app/models/spare.py, backend/app/schemas/spare.py, backend/app/services/exporter.py, backend/app/services/extractor.py, backend/app/services/review_workflow.py, frontend/src/pages/Export.tsx, frontend/src/pages/SparesReview.tsx, frontend/src/types/index.ts"
56eeee6,2026-04-06 17:09:35,Dinesh Babu,Support standard jobs workbook import and critical jobs sync,"backend/app/api/v1/standard_jobs.py, frontend/src/pages/JobsReview.tsx, frontend/src/pages/StandardJobs.tsx, frontend/src/pages/StandardJobsLibrary.tsx"
b29f5f2,2026-04-06 16:42:05,Dinesh Babu,Shorten canonical job names,"backend/app/api/v1/jobs.py, backend/app/services/job_naming.py"
d7f2d80,2026-04-06 16:33:24,Dinesh Babu,Add spare specification and source export support,"backend/app/api/v1/spares.py, backend/app/schemas/spare.py, backend/app/services/exporter.py, backend/app/services/review_workflow.py, frontend/src/pages/SparesReview.tsx"
11f0e1d,2026-04-06 16:20:16,Dinesh Babu,Normalize job naming and references,"backend/app/api/v1/jobs.py, backend/app/schemas/job.py, backend/app/services/extractor.py, backend/app/services/job_naming.py, frontend/src/pages/JobsReview.tsx"
a1d6321,2026-04-06 16:03:31,Dinesh Babu,Fix activity table compatibility,"backend/app/api/v1/activity.py, backend/app/models/activity.py"
35ce86e,2026-04-06 14:47:17,Dinesh Babu,Improve merge messaging and export exclusions,"backend/app/services/exporter.py, frontend/src/hooks/useVesselSocket.ts, frontend/src/pages/JobsReview.tsx"
b64b133,2026-04-06 14:37:36,Dinesh Babu,Stabilize activity broadcast payloads,backend/app/services/review_workflow.py
71fca26,2026-04-06 14:30:40,Dinesh Babu,Harden review actions and preview scrolling,"backend/app/api/v1/export.py, backend/app/api/v1/jobs.py, backend/app/api/v1/spares.py, frontend/src/components/manuals/ManualPagePreview.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
46ff602,2026-04-06 14:18:34,Dinesh Babu,Fix job merge response and add resizable review panels,"backend/app/api/v1/jobs.py, frontend/src/components/layout/ResizableSplitView.tsx, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
b64d9c6,2026-04-06 14:05:15,Dinesh Babu,Fix export version creation for legacy schema,backend/app/api/v1/export.py
63e6dcf,2026-04-06 13:58:57,Dinesh Babu,Fix job merge workflow and guardrails,backend/app/api/v1/jobs.py
37ba54e,2026-04-06 13:30:59,Dinesh Babu,Fix review actions export and inline review editing,"backend/app/api/v1/components.py, backend/app/api/v1/jobs.py, backend/app/api/v1/spares.py, backend/app/models/export.py, backend/app/services/component_matcher.py, backend/app/services/review_workflow.py, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
23124d6,2026-04-06 12:32:37,Dinesh Babu,Fix review actions preview controls and export download,"frontend/src/components/manuals/ManualPagePreview.tsx, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/Export.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
54988af,2026-04-06 12:06:58,Dinesh Babu,Improve review workflows and job consolidation,"backend/app/api/v1/jobs.py, backend/app/services/extractor.py, frontend/src/components/manuals/ManualPagePreview.tsx, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
e127ccf,2026-04-02 18:49:31,Dinesh Babu,Improve visual PDF extraction for components and spares,"backend/app/core/config.py, backend/app/services/extractor.py"
4f90fdc,2026-04-02 18:33:09,Dinesh Babu,Fix job and spare enum bindings for extraction,"backend/app/models/job.py, backend/app/models/spare.py"
1bee30c,2026-04-02 18:07:45,Dinesh Babu,Improve OCR fallback for selected manual extraction,backend/app/services/extractor.py
5ef0976,2026-04-02 16:27:15,Dinesh Babu,Improve review workflow export library sync and activity feed,"backend/app/api/v1/components.py, backend/app/api/v1/export.py, backend/app/api/v1/jobs.py, backend/app/api/v1/manuals.py, backend/app/api/v1/spares.py, backend/app/api/v1/standard_jobs.py, backend/app/services/exporter.py, backend/app/services/review_workflow.py, frontend/src/components/ActivityFeed.tsx, frontend/src/hooks/useVesselSocket.ts, frontend/src/pages/Export.tsx, frontend/src/pages/StandardJobs.tsx"
8251417,2026-04-02 15:24:27,Dinesh Babu,Add review actions for components jobs and spares,"backend/app/api/v1/components.py, backend/app/schemas/job.py, backend/app/schemas/spare.py, backend/app/services/component_matcher.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
b052318,2026-04-02 14:56:10,Dinesh Babu,Streamline manual extraction flow,"backend/app/services/extractor.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
d8e06c3,2026-04-02 14:38:58,Dinesh Babu,Clear stale unmapped extraction leftovers,backend/app/api/v1/components.py
3474885,2026-04-02 14:32:58,Dinesh Babu,Promote matching unmapped rows into vessel baseline,backend/app/services/vessel_library.py
3e5d9a7,2026-04-02 14:24:35,Dinesh Babu,Use library vessel types for vessel projects,"backend/app/services/vessel_library.py, frontend/src/pages/Vessels.tsx"
200c92b,2026-04-02 14:13:57,Dinesh Babu,Auto-load vessel library from selected vessel type,"backend/app/api/v1/components.py, backend/app/api/v1/library.py, backend/app/api/v1/vessels.py, backend/app/services/vessel_library.py"
eef7fe3,2026-04-02 12:53:45,Dinesh Babu,Keep library-loaded components out of unmapped,backend/app/api/v1/components.py
c82837a,2026-04-02 12:50:10,Dinesh Babu,Add visible extraction diagnostics,"backend/app/api/v1/ingestion.py, backend/app/services/extractor.py"
2dffb57,2026-04-02 12:45:29,Dinesh Babu,Keep extracted components in unmapped review,"backend/app/api/v1/components.py, backend/app/services/extractor.py, frontend/src/pages/ComponentReview.tsx"
449852d,2026-04-02 12:28:42,Dinesh Babu,Save manual edits before extraction,frontend/src/pages/ManualReview.tsx
cdd8fb9,2026-04-02 12:20:22,Dinesh Babu,Handle object-shaped extraction responses,backend/app/services/extractor.py
10bd9bc,2026-04-02 12:11:29,Dinesh Babu,Fix selected extraction task state updates,backend/app/api/v1/ingestion.py
d9d092b,2026-04-02 12:04:59,Dinesh Babu,Fix selected extraction progress tracking,"backend/app/api/v1/extraction.py, backend/app/api/v1/ingestion.py, frontend/src/pages/ManualReview.tsx"
44b1604,2026-04-02 11:53:34,Dinesh Babu,Limit extraction to screened pages,backend/app/services/extractor.py
e420134,2026-04-02 11:27:24,Dinesh Babu,Add OpenAI fallback for extraction,"backend/.env.example, backend/app/core/config.py, backend/app/main.py, backend/app/services/extractor.py"
add47a6,2026-04-02 11:09:15,Dinesh Babu,Improve extraction mapping and manual page preview,"backend/app/api/v1/manuals.py, backend/app/services/component_matcher.py, backend/app/services/extractor.py, frontend/src/components/manuals/ManualPagePreview.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
20cd246,2026-04-01 19:09:59,Dinesh Babu,Fix extraction fallbacks and vessel type seeding,"backend/app/api/v1/library.py, backend/app/services/extractor.py"
01cd80f,2026-04-01 18:56:34,Dinesh Babu,Normalize SparesReview to valid UTF-8,frontend/src/pages/SparesReview.tsx
f56b830,2026-04-01 18:49:21,Dinesh Babu,Fix SparesReview UTF-8 encoding,frontend/src/pages/SparesReview.tsx
4a758fd,2026-04-01 18:41:36,Dinesh Babu,Honor manual review refs in extraction flow,"backend/app/api/v1/components.py, backend/app/api/v1/jobs.py, backend/app/api/v1/spares.py, backend/app/services/extractor.py, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
656362b,2026-04-01 17:51:01,Dinesh Babu,Improve manual screening page selection,"backend/app/services/classifier.py, frontend/src/pages/ManualReview.tsx"
757d845,2026-04-01 17:40:41,Dinesh Babu,Add manual review screening Excel import export,"backend/app/api/v1/manuals.py, frontend/src/pages/ManualReview.tsx"
32d1577,2026-04-01 17:18:15,Dinesh Babu,Improve manual page reference review,"backend/app/api/v1/ingestion.py, backend/app/api/v1/manuals.py, backend/app/services/classifier.py, frontend/src/pages/ManualReview.tsx"
c4d2fa4,2026-04-01 16:20:14,Dinesh Babu,Fix Railway manual upload schema migration,"backend/alembic/versions/0015_manual_page_fields_printed_physical.py, railway.toml"
a48668a,2026-04-01 12:55:42,Maritime PMS Deploy,"fix(ingestion): avoid column errors on missing migration, adaptive DB update",backend/app/api/v1/ingestion.py
c697dc6,2026-04-01 12:49:01,Maritime PMS Deploy,feat: add printed/physical page fields and page-level explanation for classification,"backend/alembic/versions/0015_manual_page_fields_printed_physical.py, backend/app/api/v1/ingestion.py, backend/app/models/ingestion.py, backend/app/schemas/manual.py, backend/app/services/classifier.py"
19edb8f,2026-04-01 12:26:07,Maritime PMS Deploy,fix(classifier): robust page mapping and tank/job/spare detection heuristics,backend/app/services/classifier.py
38befde,2026-04-01 12:14:32,Maritime PMS Deploy,fix: update pytesseract to available version 0.3.13,requirements.txt
0742bf3,2026-04-01 12:06:20,Maritime PMS Deploy,fix(pdf extraction): keep all pages and use printed page numbers only; add OCR footer fallback,"backend/app/api/v1/ingestion.py, backend/app/services/classifier.py, requirements.txt"
994c48a,2026-04-01 11:45:28,Maritime PMS Deploy,Fallback component/job/spare page detection for missed pages in instruction/yard manuals,backend/app/services/classifier.py
18dce2c,2026-04-01 11:12:44,Maritime PMS Deploy,Improve screening accuracy based on user feedback,backend/app/services/classifier.py
7c6de72,2026-04-01 10:55:42,Maritime PMS Deploy,Fix database query error in maker_models API,backend/app/api/v1/maker_models.py
5960882,2026-04-01 10:50:46,Maritime PMS Deploy,Remove CI workflow file to resolve push permissions,.github/workflows/ci.yml
a4d0551,2026-04-01 10:49:25,Maritime PMS Deploy,Improve screening accuracy: Use AI for page identification instead of regex-only scanning,".github/workflows/ci.yml, backend/app/api/v1/ingestion.py, backend/app/services/classifier.py"
975c025,2026-03-31 21:07:35,Maritime PMS Deploy,"fix: never skip unnumbered pages, tighten component page rule to 1-3 pages",backend/app/services/classifier.py
38773db,2026-03-31 20:55:47,Maritime PMS Deploy,"fix: page detection fallback, Yard drawing classification, and standard machinery precheck","backend/app/api/v1/precheck.py, backend/app/services/classifier.py"
3edbc53,2026-03-31 20:41:24,Maritime PMS Deploy,feat: rule-based supply_type and category-specific page field rules,"backend/app/api/v1/ingestion.py, backend/app/services/classifier.py"
b2d3865,2026-03-31 20:25:04,Maritime PMS Deploy,fix: use printed doc page numbers instead of PDF position for page references,"backend/app/api/v1/ingestion.py, backend/app/services/classifier.py"
1fc31fa,2026-03-31 17:34:51,Maritime PMS Deploy,fix: clamp AI page numbers to actual document length and block hallucination,backend/app/services/classifier.py
a7e3cb9,2026-03-31 17:28:58,Maritime PMS Deploy,feat: add OEM vs yard_supply classification and tighten component page detection,"backend/alembic/versions/0014_add_supply_type_to_manuals.py, backend/app/api/v1/ingestion.py, backend/app/models/ingestion.py, backend/app/schemas/ingestion.py, backend/app/schemas/manual.py, backend/app/services/classifier.py, frontend/src/pages/ManualReview.tsx"
d2991ea,2026-03-31 17:13:02,Maritime PMS Deploy,fix: view_manual always tries blob storage when local file missing,backend/app/api/v1/ingestion.py
ad221e0,2026-03-31 16:48:08,Maritime PMS Deploy,fix: switch Groq model to llama-3.1-8b-instant (20k TPM vs 1k for 70b),backend/app/services/classifier.py
649bf71,2026-03-31 16:44:36,Maritime PMS Deploy,fix: use print for AI config startup log,backend/app/main.py
3c0357a,2026-03-31 16:34:01,Maritime PMS Deploy,feat: log AI key configuration at startup,backend/app/main.py
2700655,2026-03-31 16:29:08,Maritime PMS Deploy,fix: truncate each page to 800 chars to fit Groq free-tier limits,backend/app/services/classifier.py
81362af,2026-03-31 16:22:15,Maritime PMS Deploy,fix: improve classifier prompt + Tank Capacity Plan useful=yes,backend/app/services/classifier.py
3cd7a8a,2026-03-31 16:14:35,Maritime PMS Deploy,fix: send full document to Groq instead of sampled sections,backend/app/services/classifier.py
f146cc9,2026-03-31 16:13:05,Maritime PMS Deploy,fix: smart document sampling for classifier (start+middle+end),backend/app/services/classifier.py
599b05c,2026-03-31 15:54:36,Maritime PMS Deploy,fix: classifier fallback + Tank Capacity Plan component pages,backend/app/services/classifier.py
2a37587,2026-03-31 15:39:22,Maritime PMS Deploy,"feat: add Groq as primary free classifier (30 RPM, llama-3.3-70b)","backend/app/api/v1/ingestion.py, backend/app/core/config.py, backend/app/services/classifier.py"
1464d8c,2026-03-31 15:34:18,Maritime PMS Deploy,fix: add 20s pause between manuals and increase Gemini retry waits,"backend/app/api/v1/ingestion.py, backend/app/services/classifier.py"
a73a9f9,2026-03-31 15:26:07,Maritime PMS Deploy,"fix: retry Gemini calls on 429 rate limit with backoff (15s, 30s, 45s, 60s)",backend/app/services/classifier.py
9031b89,2026-03-31 15:18:55,Maritime PMS Deploy,fix: switch to gemini-2.0-flash-lite; redact API key from error logs,backend/app/services/classifier.py
2ec52ee,2026-03-31 15:12:36,Maritime PMS Deploy,fix: use httpx for Gemini API calls instead of google-generativeai SDK,"backend/app/services/classifier.py, backend/requirements.txt"
9d913f1,2026-03-31 15:06:32,Maritime PMS Deploy,feat: add Gemini Flash as free primary classifier; Claude as fallback,"backend/app/api/v1/ingestion.py, backend/app/core/config.py, backend/app/services/classifier.py, backend/requirements.txt"
903f6fa,2026-03-31 15:03:11,Maritime PMS Deploy,feat: classifier returns specific page numbers not ranges,backend/app/services/classifier.py
e097b93,2026-03-31 14:37:42,Maritime PMS Deploy,fix: fall back to stored extracted_text when PDF blob unavailable,backend/app/api/v1/ingestion.py
6c4f2de,2026-03-31 14:33:06,Maritime PMS Deploy,fix: always attempt blob download in screening; add key/byte logging,backend/app/api/v1/ingestion.py
2e1204b,2026-03-31 12:00:29,Maritime PMS Deploy,feat: add detailed INFO logging to classifier for debugging,backend/app/services/classifier.py
8b94043,2026-03-31 11:53:28,Maritime PMS Deploy,fix: remove invalid ManualStatus.uploaded from screening reset,backend/app/api/v1/ingestion.py
73f4ece,2026-03-31 11:47:25,Maritime PMS Deploy,fix: reset screening fields before re-classify; sanitise page ranges by category,"backend/app/api/v1/ingestion.py, backend/app/services/classifier.py"
797f2aa,2026-03-31 11:33:31,Maritime PMS Deploy,Fix classifier: use [PAGE N] markers for accurate page ranges + improve spec sheet handling,backend/app/services/classifier.py
030fbee,2026-03-31 11:23:19,Maritime PMS Deploy,Improve extraction quality based on Sewage Treatment Plant manual samples,"backend/alembic/versions/0013_add_biweekly_biannual_frequency.py, backend/app/models/job.py, backend/app/services/component_matcher.py, backend/app/services/extractor.py, frontend/src/pages/JobsReview.tsx"
3fc6dc6,2026-03-31 11:12:06,Maritime PMS Deploy,Improve component extraction: AI identifies job/spare page ranges + auto-link after extraction,backend/app/services/extractor.py
dafda02,2026-03-31 11:06:02,Maritime PMS Deploy,Add component name search to tree sidebar and table,frontend/src/pages/ComponentReview.tsx
ce02fd8,2026-03-31 11:00:08,Maritime PMS Deploy,Fix screening: add completion banner and auto-resume polling on page load,frontend/src/pages/ManualReview.tsx
53a6dc1,2026-03-31 10:55:12,Maritime PMS Deploy,Show guidance when auto-merge or auto-link returns 0 results,frontend/src/pages/ComponentReview.tsx
cba63de,2026-03-31 10:53:05,Maritime PMS Deploy,Add batch update feature for components,"backend/app/api/v1/components.py, frontend/src/pages/ComponentReview.tsx"
14cf888,2026-03-31 10:40:51,Maritime PMS Deploy,Fix: only link components found in a manual to that manual's reference,"backend/app/api/v1/components.py, backend/app/services/component_matcher.py, frontend/src/pages/ComponentReview.tsx"
7020486,2026-03-31 10:32:49,Maritime PMS Deploy,Fix component export: use fetch with Bearer token instead of plain <a href>,frontend/src/pages/ComponentReview.tsx
c882f6c,2026-03-31 10:31:28,Maritime PMS Deploy,ComponentReview: make Location and Machinery Particulars inline-editable,frontend/src/pages/ComponentReview.tsx
ea0b205,2026-03-31 10:26:42,Maritime PMS Deploy,Add Location/Sets Installed and Machinery Particulars columns + export,"backend/alembic/versions/0012_add_location_machinery_particulars.py, backend/app/api/v1/components.py, backend/app/models/component.py, backend/app/schemas/component.py, backend/app/services/extractor.py, frontend/src/pages/ComponentReview.tsx"
c88e8a3,2026-03-31 10:13:29,Maritime PMS Deploy,Remove inline column filter rows from all review pages,"frontend/src/pages/ComponentReview.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/SparesReview.tsx"
ff4810c,2026-03-31 10:05:01,Maritime PMS Deploy,"ManualReview: move filters to toolbar, remove inline column filter row",frontend/src/pages/ManualReview.tsx
c71eeb3,2026-03-30 16:18:26,Maritime PMS Deploy,Fix extraction never running + screening blank pages from blob storage,"backend/app/api/v1/extraction.py, backend/app/api/v1/ingestion.py, backend/app/services/extractor.py"
745ec2e,2026-03-30 16:10:21,Maritime PMS Deploy,"Improve extraction accuracy: page markers, filename context, spec sheet handling","backend/app/api/v1/ingestion.py, backend/app/services/extractor.py"
62f168a,2026-03-30 15:55:09,Maritime PMS Deploy,Diagnose manual viewer: real error messages + detailed backend logs,"backend/app/api/v1/ingestion.py, frontend/src/pages/ManualReview.tsx"
c63cb4c,2026-03-30 15:44:40,Maritime PMS Deploy,"Fix maker/model list 500, manual viewer, per-column filtering","backend/app/api/v1/components.py, backend/app/api/v1/ingestion.py, backend/app/api/v1/jobs.py, backend/app/api/v1/maker_models.py, backend/app/api/v1/manuals.py, backend/app/api/v1/spares.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/ManualReview.tsx, frontend/src/pages/SparesReview.tsx"
705bc05,2026-03-30 15:22:44,Maritime PMS Deploy,Fix maker_models 500: replace WHERE NOT EXISTS with ON CONFLICT DO NOTHING,backend/app/api/v1/maker_models.py
88a8a33,2026-03-30 15:18:18,Maritime PMS Deploy,Fix Maker/Model 500 error and implement Manual Matches tab,"backend/app/api/v1/maker_models.py, frontend/src/pages/Library.tsx"
5f08de3,2026-03-30 15:14:32,Maritime PMS Deploy,"Manual review: pagination, sort, bulk screen/extract, faster file viewer","backend/app/api/v1/ingestion.py, backend/app/api/v1/manuals.py, frontend/src/pages/ManualReview.tsx"
210ede2,2026-03-30 15:05:04,Maritime PMS Deploy,Fix Maker/Model library add — silent failure and no feedback,"backend/app/api/v1/maker_models.py, frontend/src/pages/Library.tsx"
b2f6d40,2026-03-30 14:57:58,Maritime PMS Deploy,Fix auto-merge tank matching and auto-link false positives,"backend/app/api/v1/components.py, backend/app/services/component_matcher.py"
3455aa2,2026-03-30 14:54:53,Maritime PMS Deploy,Add vessel project editing and vessel name navigation,"frontend/src/components/Layout.tsx, frontend/src/pages/Vessels.tsx"
e9d5837,2026-03-30 14:49:51,Maritime PMS Deploy,Fix pdf_reference not set on extraction and unmapped components not showing,"backend/app/services/component_matcher.py, backend/app/services/extractor.py"
064866f,2026-03-30 14:46:10,Maritime PMS Deploy,Add Maker/Model Library tab to Global Libraries page,frontend/src/pages/Library.tsx
8ca2416,2026-03-30 14:34:28,Maritime PMS Deploy,"Add search, shipyard, maker/model library, and auto-merge extraction","backend/alembic/versions/0011_shipyard_and_maker_library.py, backend/app/api/v1/components.py, backend/app/api/v1/maker_models.py, backend/app/api/v1/router.py, backend/app/api/v1/vessels.py, backend/app/models/vessel.py, backend/app/schemas/vessel.py, backend/app/services/component_matcher.py, backend/app/services/extractor.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/Vessels.tsx"
2597dff,2026-03-30 11:25:05,Maritime PMS Deploy,Fix upload timeout: move PDF extraction+classification to background task,"backend/app/api/v1/ingestion.py, frontend/src/pages/Ingestion.tsx, frontend/src/pages/ManualReview.tsx"
19d9d99,2026-03-30 10:12:28,Maritime PMS Deploy,Fix manual viewer: stream bytes directly instead of presigned URL,backend/app/api/v1/ingestion.py
1105791,2026-03-30 10:09:47,Maritime PMS Deploy,"Fix SharePoint mock fallback, remove all text limits, add chunked extraction","backend/app/api/v1/ingestion.py, backend/app/services/classifier.py, backend/app/services/extractor.py"
9114fe2,2026-03-30 10:07:11,Maritime PMS Deploy,"Fix manual file viewer: upload to blob storage, handle local path fallback","backend/app/api/v1/ingestion.py, frontend/src/pages/ManualReview.tsx"
e28d92a,2026-03-30 10:00:46,Maritime PMS Deploy,"Fix SharePoint recursive listing, improve AI accuracy, fix manual PDF viewer","backend/app/api/v1/ingestion.py, backend/app/services/classifier.py, backend/app/services/extractor.py, backend/app/services/sharepoint.py, backend/app/tasks/ingestion.py, frontend/src/pages/ManualReview.tsx"
a244102,2026-03-29 19:36:09,Maritime PMS Deploy,fix: raise component list page_size limit from 1000 to 5000,backend/app/api/v1/components.py
a1a899f,2026-03-29 19:33:21,Maritime PMS Deploy,"fix: seed each default vessel type individually, not only when count=0",backend/app/api/v1/library.py
f3ae0f1,2026-03-29 19:29:09,Maritime PMS Deploy,fix: runtime DDL bootstrap in list_vessel_types endpoint,backend/app/api/v1/library.py
c52eaa4,2026-03-29 19:23:08,Maritime PMS Deploy,fix: rewrite migrations 0008 and 0009 with fully idempotent raw SQL,"backend/alembic/versions/0008_add_vessel_types.py, backend/alembic/versions/0009_add_criticality_field.py"
6ba3e79,2026-03-29 19:18:45,Maritime PMS Deploy,fix: migration 0010 idempotent vessel_types + criticality; robust vessel-types endpoint,"backend/alembic/versions/0010_idempotent_vessel_types_and_criticality.py, backend/app/api/v1/library.py, frontend/src/pages/Library.tsx"
eee9334,2026-03-29 19:11:34,Maritime PMS Deploy,feat: criticality dropdown (Critical/Essential/Non Critical) + fix Library vessel types seeding,"backend/alembic/versions/0009_add_criticality_field.py, backend/app/api/v1/library.py, backend/app/models/component.py, backend/app/schemas/component.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/Library.tsx"
038cd60,2026-03-29 19:01:03,Maritime PMS Deploy,feat: vessel type grouping for library - import/load components by vessel type,"backend/alembic/versions/0008_add_vessel_types.py, backend/app/api/v1/library.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/Library.tsx"
e8249b0,2026-03-29 18:50:58,Maritime PMS Deploy,"feat: pagination (100/200/500/1000), sorted tree, auto-load library on first visit","backend/app/api/v1/components.py, backend/app/api/v1/library.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/Library.tsx"
17d1919,2026-03-29 18:39:01,Maritime PMS Deploy,fix: library import failing due to missing created_at/updated_at in INSERT,"backend/alembic/versions/0007_fix_library_schema.py, backend/app/api/v1/library.py, frontend/src/pages/Library.tsx"
bb8e22a,2026-03-29 18:27:56,Maritime PMS Deploy,"feat: library import format, push-to-vessel, Excel templates, fix global libraries blank screen","backend/alembic/versions/0007_fix_library_schema.py, backend/app/api/v1/components.py, backend/app/api/v1/library.py, frontend/src/pages/ComponentReview.tsx, frontend/src/pages/Library.tsx"
d482a3e,2026-03-28 12:06:54,Maritime PMS Deploy,fix: library import accepts user's column format + fix double /api/v1 prefix,"backend/app/api/v1/library.py, frontend/src/pages/Library.tsx"
d21d4de,2026-03-28 12:04:14,Maritime PMS Deploy,fix: persist extracted text in DB so extraction works across Railway redeploys,"backend/alembic/versions/0006_add_manual_extracted_text.py, backend/app/api/v1/ingestion.py, backend/app/models/ingestion.py, backend/app/services/extractor.py"
5d14311,2026-03-28 11:57:09,Maritime PMS Deploy,fix: extract PDF tables + improve component prompt for machinery list accuracy,backend/app/services/extractor.py
86d1e09,2026-03-28 11:49:50,Maritime PMS Deploy,fix: screen-all re-classifies all manuals with Claude; fix useful dropdown; add feedback,"backend/app/api/v1/ingestion.py, frontend/src/pages/ManualReview.tsx"
ff987be,2026-03-28 11:43:47,Maritime PMS Deploy,fix: use scalars().first() for sha256 duplicate check to handle multiple rows,backend/app/api/v1/ingestion.py
0953b43,2026-03-28 11:39:18,Maritime PMS Deploy,fix: use AsyncAnthropic client and thread-pool PDF read in extractor,backend/app/services/extractor.py
7776455,2026-03-28 11:36:11,Maritime PMS Deploy,fix: run classify_pdf in thread pool to avoid blocking asyncio event loop on upload,"backend/app/api/v1/ingestion.py, backend/app/services/classifier.py"
aeefc16,2026-03-28 11:30:04,Maritime PMS Deploy,fix: remove 204 status on delete_manual (FastAPI 0.109 rejects body with 204),backend/app/api/v1/ingestion.py
9d3ba7d,2026-03-28 11:26:31,Maritime PMS Deploy,feat: global Standard Jobs & Class Jobs library with Excel import,"backend/alembic/versions/0005_add_general_class_society.py, backend/app/api/v1/standard_jobs.py, backend/app/models/standard_jobs.py, frontend/src/App.tsx, frontend/src/components/Layout.tsx, frontend/src/pages/StandardJobsLibrary.tsx"
f95eef9,2026-03-28 11:21:33,Maritime PMS Deploy,fix: correct API paths (no double /api/v1) and remove duplicate manuals route,"backend/app/api/v1/ingestion.py, frontend/src/pages/ManualReview.tsx"
64fcb8d,2026-03-28 11:14:14,Maritime PMS Deploy,"fix: manual view/delete, real PDF extraction via Claude, pre-check inline","backend/app/api/v1/ingestion.py, backend/app/core/config.py, backend/app/services/extractor.py, frontend/src/App.tsx, frontend/src/components/Layout.tsx, frontend/src/pages/ManualReview.tsx"
a1cf817,2026-03-28 10:40:03,Maritime PMS Deploy,"feat: Addendum A (F-01 to F-10) — extraction, libraries, precheck, deduplication","backend/alembic/versions/0004_addendum_a_tables.py, backend/app/api/v1/extraction.py, backend/app/api/v1/ingestion.py, backend/app/api/v1/library.py, backend/app/api/v1/precheck.py, backend/app/api/v1/router.py, backend/app/models/ingestion.py, backend/app/schemas/ingestion.py, backend/app/services/deduplication.py, backend/app/services/extractor.py, frontend/src/App.tsx, frontend/src/components/Layout.tsx, frontend/src/pages/ExtractionPrompts.tsx, frontend/src/pages/GlobalLibrary.tsx, frontend/src/pages/JobsReview.tsx, frontend/src/pages/Library.tsx, frontend/src/pages/ManualReview.tsx, frontend/src/pages/PreCheck.tsx, frontend/src/pages/SparesReview.tsx"
75c98ef,2026-03-28 10:18:50,Maritime PMS Deploy,"feat: enhanced Components page with Excel import, 3-level tree, job/spare page references, auto-link from manuals","backend/alembic/versions/0003_add_component_page_fields.py, backend/app/api/v1/components.py, backend/app/models/component.py, backend/app/schemas/component.py, frontend/src/pages/ComponentReview.tsx"
d63d43d,2026-03-27 22:16:13,Maritime PMS Deploy,feat: add Start Screening button with live progress for manual classification,"backend/app/api/v1/ingestion.py, frontend/src/pages/Ingestion.tsx, frontend/src/pages/ManualReview.tsx"
a36992d,2026-03-27 22:12:52,Maritime PMS Deploy,feat: use Claude AI as primary classifier with keyword fallback,backend/app/services/classifier.py
08215ad,2026-03-27 22:07:42,Maritime PMS Deploy,feat: auto-classify uploaded manuals using pdfplumber + keyword matching,"backend/app/api/v1/ingestion.py, backend/app/services/classifier.py"
9310e86,2026-03-27 22:01:52,Maritime PMS Deploy,fix: increase nginx client_max_body_size to 100m for file uploads,frontend/Dockerfile
b12045b,2026-03-27 21:58:50,Maritime PMS Deploy,feat: add direct PDF upload to Ingestion page,"backend/app/api/v1/ingestion.py, frontend/src/pages/Ingestion.tsx"
950771c,2026-03-27 21:52:18,Maritime PMS Deploy,feat: add Vessels page with create modal and nav link,"frontend/src/App.tsx, frontend/src/components/Layout.tsx, frontend/src/pages/Vessels.tsx"
59423cc,2026-03-27 21:43:18,Maritime PMS Deploy,fix: replace passlib with direct bcrypt calls to fix Python 3.12 compat,"backend/app/core/security.py, backend/requirements.txt"
f8fda58,2026-03-27 21:38:52,Maritime PMS Deploy,fix: pin bcrypt==4.0.1 to fix passlib compatibility and seed password update,"backend/requirements.txt, backend/scripts/seed_admin.py"
413f480,2026-03-27 21:28:33,Maritime PMS Deploy,fix: update admin password on re-seed instead of skipping,backend/scripts/seed_admin.py
