ShipComponentJobLinkId,vesselname,ShipComponentName,ShipComponentCode,JobCode,JobName,FrequencyType,Frequency,AlternateFrequencyType,AlternateFrequency,Responsibility
162965,San Barth,High Pressure Co2 Fire Extinguishing System,11.100.004-001,11.100.004-001-J004,Inspect Release System For Fixed Co2 System,Monthly,1,NA,,Chief Engineer
162966,San Barth,Fixed Deck Foam Fire Fighting System,11.100.002.001-001,11.100.002.001-001-J001,Fixed Foam System Check & Inspect Of Piping System,Weekly,1,NA,,Chief Officer
162970,San Barth,Water Based Fire Fighting System Pump,11.100.006.010-001,11.100.006.010-001-J002,Function Test Fixed Water Based Pump,Monthly,1,NA,,Chief Engineer
162971,San Barth,Water Based Fire Fighting System Pump,11.100.006.010-001,11.100.006.010-001-J003,Hyper Mist System Check Fresh Water Tank Level,Weekly,1,NA,,Chief Engineer
162974,San Barth,Emergency Fire Pump Priming Unit,11.100.020.002-001,11.100.020.002-001-J002,Emeg Fire Pump Check Priming Unit And Pump Performance,Monthly,1,NA,,Second Engineer
163241,San Barth,Fire & G.S. Pump Priming Unit,13.200.001.016-001,13.200.001.016-001-J004,Renewal Of Worn Parts Of Priming Unit,Monthly,12,NA,,Second Engineer
163306,San Barth,Thrust Bearing,1.001.001.031-001,1.001.001.031-001-J002,Check & Overhaul Main Engine Thrust Bearings,Yearly,4,Na,,Second Engineer
163367,San Barth,Main Engine Cylinder Lubricator,1.001.001.133-001,1.001.001.133-001-J001,Retight Main Engine Atlas Cylinder Lubricator,Monthly,3,Na,,Second Engineer
163375,San Barth,Turbocharger,1.001.001.035-001,1.001.001.035-001-J003,Inspect Main Engine Turbocharger Parts,Na,0,Hourly,1000,Second Engineer
163376,San Barth,Turbocharger,1.001.001.035-001,1.001.001.035-001-J004,Clean Main Engine Turbocharger Compressor And Silencer,Na,0,Hourly,6000,Second Engineer
163377,San Barth,Turbocharger,1.001.001.035-001,1.001.001.035-001-J005,Major Overhaul Main Engine Turbocharger,Na,0,Hourly,18000,Second Engineer
163382,San Barth,Turning Gear Motor,1.001.001.030-002,1.001.001.030-002-J005,"Inspect Main Engine Turning Gear Motor, 1Y",Yearly,1,Na,,Second Engineer
163446,San Barth,Cylinder Liner,2.001.001.004-001,2.001.001.004-001-J001,Overhaul & Clean Auxiliary Engine Cylinder Liner Honing And Measuring,Na,0,Hourly,16000,Third Engineer
163802,San Barth,Emergency Generator Engine,2.500.001.001-001,2.500.001.001-001-J003,"Check & Replace Emergency Generator Engine, 6M",Monthly,6,Na,,Third Engineer
163817,San Barth,Waste And Sludge Incinerator,13.200.002-001,13.200.002-001-J002,Check Waste Oil Incinerator,Monthly,1,Na,,Third Engineer
163818,San Barth,Waste And Sludge Incinerator,13.200.002-001,13.200.002-001-J003,Overhaul Waste Oil Incinerator,Monthly,6,Na,,Third Engineer
163819,San Barth,Waste And Sludge Incinerator,13.200.002-001,13.200.002-001-J004,Replace Incinerator Waste Oil Burner Lubricating Oil,Monthly,4,Na,,Third Engineer
163820,San Barth,Incinerator Gas Oil Pump #1,13.200.002.017-001,13.200.002.017-001-J003,Overhaul Incinerator Waste Oil Pump,Monthly,6,Na,,Third Engineer
163822,San Barth,Waste And Sludge Incinerator,13.200.002-001,13.200.002-001-J005,Check & Clean Waste Oil Incinerator Parts,Yearly,1,Na,,Third Engineer
163823,San Barth,Waste And Sludge Incinerator,13.200.002-001,13.200.002-001-J006,Overhaul Incinerator Combustion And Cooling Fan,Yearly,1,Na,,Third Engineer
163839,San Barth,Service Air Compressor,9.100.005-001,9.100.005-001-J001,Service Air Compressor Parts,Weekly,1,Na,,Fourth Engineer
163840,San Barth,Service Air Compressor,9.100.005-001,9.100.005-001-J002,Check & Clean service Air Compressor Parts,Na,0,Hourly,1000,Fourth Engineer
163841,San Barth,Service Air Compressor,9.100.005-001,9.100.005-001-J003,Replace service Air Compressor Parts,Na,0,Hourly,2000,Fourth Engineer
163842,San Barth,Service Air Compressor,9.100.005-001,9.100.005-001-J004,Check & Replace service Air Compressor Parts,Na,0,Hourly,4000,Fourth Engineer
163843,San Barth,Service Air Compressor,9.100.005-001,9.100.005-001-J005,Replace service Air Compressor V Belt,Na,0,Hourly,5000,Fourth Engineer
163844,San Barth,Service Air Compressor,9.100.005-001,9.100.005-001-J006,Carry Out & Replace service Air Compressor,Na,0,Hourly,8000,Fourth Engineer
163845,San Barth,Service Air Compressor,9.100.005-001,9.100.005-001-J007,"Check & Replace service Air Compressor Parts, 15000 Hrs",Na,0,Hourly,15000,Fourth Engineer
163846,San Barth,Service Air Compressor,9.100.005-001,9.100.005-001-J008,"Replace service Air Compressor Parts, 30000 Hrs",Na,0,Hourly,30000,Fourth Engineer
163847,San Barth,Service Air Compressor,9.100.005-001,9.100.005-001-J009,Replace service Air Compressor Motor Bearings,Na,0,Hourly,20000,Fourth Engineer
163848,San Barth,Auxiliary Boiler Fuel Oil Pump #1,10.100.001.002-001,10.100.001.002-001-J003,Lubricate Three Spindle Screw Pump Bearing,Na,0,Hourly,24000,Fourth Engineer
163850,San Barth,Stern Tube Lube Oil Pump,1.400.001.010-001,1.400.001.010-001-J001,Check Gear Pump Parts,Monthly,3,Na,,Fourth Engineer
163851,San Barth,Stern Tube Lube Oil Pump,1.400.001.010-001,1.400.001.010-001-J002,Check & Renew Gear Pump Parts,Yearly,1,Na,,Fourth Engineer
163852,San Barth,Stern Tube Lube Oil Pump,1.400.001.010-001,1.400.001.010-001-J003,Overhaul Gear Pump Parts,Yearly,4,Na,,Fourth Engineer
163893,San Barth,Air Conditioning Ahu With Fan,14.100.005-001,14.100.005-001-J001,Clean Axial Flow Fan,Weekly,1,Na,,Electrical Officer
163895,San Barth,Air Conditioning Ahu With Fan,14.100.005-001,14.100.005-001-J003,Check Axial Flow Fan,Monthly,6,Na,,Electrical Officer
163958,San Barth,Hose Handling Crane,19.100.001-001,19.100.001-001-J004,Check Hose Handling Crane Parts,Monthly,6,Na,,Chief Officer
163959,San Barth,Hose Handling Crane,19.100.001-001,19.100.001-001-J005,Check & Renew Hose Handling Crane Parts,Yearly,1,Na,,Chief Officer
163960,San Barth,Hose Handling Crane,19.100.001-001,19.100.001-001-J006,Inspect Hose Handling Crane Parts,Yearly,2,Na,,Chief Officer
163961,San Barth,Hose Handling Crane,19.100.001-001,19.100.001-001-J007,Adjust Hose Handling Crane,Yearly,4,Na,,Chief Officer
163962,San Barth,Hose Handling Crane,19.100.001-001,19.100.001-001-J008,Renew Hose Handling Crane Hydraulic Hose,Yearly,10,Na,,Chief Officer
163964,San Barth,Provision Crane #1,19.100.012-001,19.100.012-001-J003,Check Provision Crane Parts,Monthly,6,Na,,Electrical Officer
163965,San Barth,Provision Crane #1,19.100.012-001,19.100.012-001-J004,Check & Renew Provision Crane Parts,Yearly,1,Na,,Electrical Officer
163966,San Barth,Provision Crane #1,19.100.012-001,19.100.012-001-J005,Inspect Provision Crane Parts,Yearly,2,Na,,Electrical Officer
163967,San Barth,Provision Crane #1,19.100.012-001,19.100.012-001-J006,Adjust Provision Crane,Yearly,4,Na,,Electrical Officer
163968,San Barth,Provision Crane #1,19.100.012-001,19.100.012-001-J007,Renew Provision Crane Hydraulic Hose,Yearly,10,Na,,Electrical Officer
163975,San Barth,Engine Room Overhead Crane,19.100.005-001,19.100.005-001-J002,Lubricate Engine Room Crane Grease,Na,0,Hourly,2000,Second Engineer
163991,San Barth,Aux. Boiler Fuel Oil Preheater,10.100.001.012-001,10.100.001.012-001-J001,Check Auxiliary Boiler Heater,Monthly,6,Na,,Third Engineer
163992,San Barth,Auxiliary Boiler,10.100.001-001,10.100.001-001-J007,Replace Auxiliary Boiler Battery,Yearly,10,Na,,Third Engineer
163994,San Barth,Provision Refrig. Plant #1,14.200.001-001,14.200.001-001-J004,Check & Clean Refrigeration Plant Parts,Monthly,1,Na,,Second Engineer
163995,San Barth,Provision Refrig. Plant #1,14.200.001-001,14.200.001-001-J005,Inspect Refrigeration Plant Parts,Yearly,1,Na,,Second Engineer
163999,San Barth,Provision Refrigerant Air Dryer,14.200.005-001,14.200.005-001-J001,Check Refrigerant Air Dryer,Yearly,1,Na,,Second Engineer
164000,San Barth,Rehardening Filter,7.200.009-001,7.200.009-001-J001,Check Rehardening Filter Dolomite,Yearly,5,Na,,Electrical Officer
164001,San Barth,Oil Mist Detector,1.001.001.052-001,1.001.001.052-001-J002,Check Oil Mist Detector,Monthly,1,Na,,Chief Engineer
164002,San Barth,Oil Mist Detector,1.001.001.052-001,1.001.001.052-001-J003,Check Oil Mist Detector Suction Fan,Monthly,3,Na,,Chief Engineer
164003,San Barth,Oil Mist Detector,1.001.001.052-001,1.001.001.052-001-J004,Check Oil Mist Detector Parts,Yearly,1,Na,,Chief Engineer
164005,San Barth,Life Boat Engine,11.001.004.001-001,11.001.004.001-001-J004,Adjust & Lubricate Life Boat Engine,Monthly,1,Na,,Third Officer
164006,San Barth,Life Boat Engine,11.001.004.001-001,11.001.004.001-001-J005,Check & Renew Life Boat Engine,Yearly,1,Na,,Third Officer
164007,San Barth,Life Boat Engine,11.001.004.001-001,11.001.004.001-001-J006,Renew Life Boat Engine Anti Freeze Content,Yearly,2,Na,,Fourth Engineer
164012,San Barth,Inmarsat - Fleet Broadband,12.300.005-001,12.300.005-001-J001,Replace Inmarsat F Battery,Yearly,5,Na,,Chief Officer
164014,San Barth,Radar S-Band,12.001.001-001,12.001.001-001-J002,Inspect Radar,Monthly,6,Na,,Second Officer
164015,San Barth,Radar S-Band,12.001.001-001,12.001.001-001-J003,Overhaul Radar,Yearly,1,Na,,Second Officer
164016,San Barth,Radar S-Band,12.001.001-001,12.001.001-001-J004,Renew Radar Antenna Motor Gear,Na,0,Hourly,10000,Second Officer
164018,San Barth,Radar S-Band,12.001.001-001,12.001.001-001-J006,Replace Radar Lithium Battery,Yearly,3,Na,,Second Officer
164027,San Barth,Doppler Speed Log,12.001.043-001,12.001.043-001-J004,Check Doppler Speed Log,Monthly,1,Na,,Second Officer
164029,San Barth,Echo Sounder,12.001.010-001,12.001.010-001-J003,Replace Echo Sounder Fuse & Battery,Yearly,3,Na,,Second Officer
164030,San Barth,Automatic Identification Systems Ais,12.001.012-001,12.001.012-001-J002,Check Automatic Identification System,Monthly,1,Na,,Second Officer
164031,San Barth,Gmdss Equipment,12.300.001-001,12.300.001-001-J002,Test Gmdss,Weekly,1,Na,,Second Officer
164032,San Barth,Autopilot #1,12.001.006-001,12.001.006-001-J002,Check Auto Pilot,Weekly,1,Na,,Second Officer
164033,San Barth,Autopilot #1,12.001.006-001,12.001.006-001-J003,Inspect Auto Pilot,Monthly,6,Na,,Second Officer
164038,San Barth,Search And Rescue Transponders Sart #1,12.001.039-001,12.001.039-001-J002,Test Sart,Yearly,4,Na,,Second Officer
164041,San Barth,Emergency Position Indicating Radio Beacons Epirb,12.001.038-001,12.001.038-001-J001,Replace Epirb Battery,Yearly,4,Na,,Second Officer
164044,San Barth,Emergency Position Indicating Radio Beacons Epirb,12.001.038-001,12.001.038-001-J004,Check Epirb Parts,Yearly,2,Na,,Second Officer
164046,San Barth,Alternator,2.001.001.039-001,2.001.001.039-001-J004,Check Auxiliary Engine Alternator,Monthly,1,Na,,Third Engineer
164047,San Barth,Alternator,2.001.001.039-001,2.001.001.039-001-J005,Renew & Clean Auxiliary Engine Alternator,Monthly,6,Na,,Third Engineer
164054,San Barth,Main Switchboard,3.001.001-001,3.001.001-001-J001,Inspect Resistance Bulb,Monthly,3,Na,,Electrical Officer
164055,San Barth,Main Switchboard,3.001.001-001,3.001.001-001-J002,Clean Resistance Bulb,Yearly,1,Na,,Electrical Officer
164057,San Barth,Grinder Machine,17.150.002-001,17.150.002-001-J001,Clean Grinding Machine,Monthly,6,Na,,Second Engineer
164062,San Barth,Water Sterilizer,7.200.008-001,7.200.008-001-J001,Check Sterilizer,Monthly,1,Na,,Fourth Engineer
164063,San Barth,Water Sterilizer,7.200.008-001,7.200.008-001-J002,Check & Renew Sterilizer,Monthly,3,Na,,Fourth Engineer
164064,San Barth,Water Sterilizer,7.200.008-001,7.200.008-001-J003,Overhaul Sterilizer,Yearly,1,Na,,Fourth Engineer
164096,San Barth,Fuel Oil Viscometer,5.200.015-001,5.200.015-001-J001,Check Viscometer,Monthly,1,Na,,Third Engineer
164097,San Barth,Fuel Oil Viscometer,5.200.015-001,5.200.015-001-J002,Clean Viscometer,Yearly,1,Na,,Third Engineer
164098,San Barth,Fuel Oil Viscometer,5.200.015-001,5.200.015-001-J003,Overhaul Viscometer,Yearly,4,Na,,Third Engineer
164100,San Barth,Main Air Compressor #1,9.100.001-001,9.100.001-001-J003,Clean & Replace Main Air Compressor,Na,0,Hourly,1000,Fourth Engineer
164101,San Barth,Main Air Compressor #1,9.100.001-001,9.100.001-001-J004,Replace Main Air Compressor Filter,Na,0,Hourly,2000,Fourth Engineer
164102,San Barth,Main Air Compressor #1,9.100.001-001,9.100.001-001-J005,Check & Clean Main Air Compressor Part,Na,0,Hourly,3000,Fourth Engineer
164103,San Barth,Main Air Compressor #1,9.100.001-001,9.100.001-001-J006,Check & Replace Main Air Compressor,Na,0,Hourly,6000,Fourth Engineer
164104,San Barth,Main Air Compressor #1,9.100.001-001,9.100.001-001-J007,Check Main Air Compressor Part,Na,0,Hourly,8000,Fourth Engineer
164116,San Barth,Inert Gas System,15.200.040-001,15.200.040-001-J005,Lubricate Inert Gas Cage Motor Bearing Grease,Na,0,Hourly,20000,Second Engineer
164117,San Barth,Inert Gas System,15.200.040-001,15.200.040-001-J006,Clean & Inspect Inert Gas Bearing,Yearly,5,Na,,Second Engineer
164118,San Barth,Inert Gas Generator Fuel Oil Pump #1,15.200.040.016-001,15.200.040.016-001-J003,Lubricate Inert Gas Fuel Oil Pump Bearing,Na,0,Hourly,24000,Second Engineer
164120,San Barth,Oxygen Analysers And Monitors,15.200.040.003-001,15.200.040.003-001-J003,Check Inert Gas Oxygen Analyser,Weekly,1,Na,,Second Engineer
164121,San Barth,Lifeboat (S),11.001.004-001,11.001.004-001-J003,Lifeboat Lowering In Water Test,Monthly,6,,0,Chief Officer
167773,San Barth,Camshaft,1.001.001.067-001,1.001.001.067-001-J003,Main Engine Camshaft Coupling Bolt Checks,Na,0,Hourly,8000,Second Engineer
167774,San Barth,Camshaft,1.001.001.067-001,1.001.001.067-001-J004,Main Engine Camshaft Bearing Clearence Checks,Na,0,Hourly,12000,Second Engineer
167775,San Barth,Camshaft,1.001.001.067-001,1.001.001.067-001-J005,Main Engine Camshaft Casing Inspection,Na,0,Hourly,2000,Second Engineer
167790,San Barth,Exhaust Valve Actuator,1.001.001.073-001,1.001.001.073-001-J002,Main Engine Exhaust Valve Actuator Hp Pipe Inspection,Na,0,Hourly,4000,Second Engineer
167795,San Barth,Main Engine Fuel Control Shaft Bearing,1.001.001.123-001,1.001.001.123-001-J001,Main Engine Fuel Control Shaft Bearing Lubrication,Monthly,1,Na,,Second Engineer
167796,San Barth,Fuel Injection High Pressure Pipe,1.001.001.006-001,1.001.001.006-001-J001,Main Engine Fo High Pressure Pipes Inspection,Na,0,Hourly,2000,Second Engineer
167801,San Barth,Fuel Oil System,1.001.001.083-001,1.001.001.083-001-J001,Main Engine Fo Low Pressure Pipes Inspection,Monthly,1,Na,,Second Engineer
167802,San Barth,Fuel Injection Pump,1.001.001.034-001,1.001.001.034-001-J001,Main Engine Fuel Pump Timing Checks,Na,0,Hourly,6000,Chief Engineer
167807,San Barth,Fuel Injection Pump,1.001.001.034-001,1.001.001.034-001-J002,Main Engine Fuel Pump Top Space Clean,Weekly,1,Na,,Second Engineer
167812,San Barth,Fuel Injection Pump,1.001.001.034-001,1.001.001.034-001-J003,Main Engine Fuel Injection Pump Top Barrel Overhaul,Na,0,Hourly,6000,Second Engineer
167817,San Barth,Fuel Oil System,1.001.001.083-001,1.001.001.083-001-J002,Main Engine Fuel Racks Lubrication,Weekly,1,Na,,Second Engineer
167819,San Barth,Main Engine,1.001.001-001,1.001.001-001-J007,Main Engine Holding Down Bolts Inspection,Monthly,6,Na,,Second Engineer
167820,San Barth,Indicator Valve With Relief Valve,1.001.001.007-001,1.001.001.007-001-J002,Main Engine Indicator Cards Inspection,Monthly,1,Na,,Chief Engineer
167834,San Barth,Main Engine Lube Oil System,1.001.001.106-001,1.001.001.106-001-J003,Main Engine Lubricator Coupling Bolts Tightness Checks,Na,0,Hourly,8000,Second Engineer
167835,San Barth,Main Engine Lube Oil Filter,1.001.001.108-001,1.001.001.108-001-J001,Main Engine Lubricator Filter Clean,Na,0,Hourly,2000,Second Engineer
167836,San Barth,Main Engine Lube Oil System,1.001.001.106-001,1.001.001.106-001-J004,Main Engine Lubricator Timing Checks,Na,0,Hourly,8000,Chief Engineer
167845,San Barth,Moment Compensator,1.001.001.068-001,1.001.001.068-001-J001,Main Engine Moment Compensators Inspection,Na,0,Hourly,4000,Chief Engineer
167849,San Barth,Main Engine,1.001.001-001,1.001.001-001-J008,Main Engine Reversing Cylinder Inspection,Monthly,3,Na,,Second Engineer
167850,San Barth,Main Engine,1.001.001-001,1.001.001-001-J009,Main Engine Reversing Links Inspection,Monthly,3,Na,,Chief Engineer
167856,San Barth,Crankcase,1.001.001.037-001,1.001.001.037-001-J002,Main Engine Sump Rubber Diaphragm Seals Inspection,Yearly,5,Na,,Second Engineer
167859,San Barth,Main Engine Tie Rod,1.001.001.055-001,1.001.001.055-001-J002,Main Engine Tie Rod Tension Checks,Monthly,30,Na,,Second Engineer
167866,San Barth,Main Engine,1.001.001-001,1.001.001-001-J010,Main Engine Scavenge Port Inspection,Na,0,Hourly,1000,Second Engineer
167867,San Barth,Axial Vibration Damper,1.001.001.094-001,1.001.001.094-001-J001,Main Engine Vibration Dampers Inspection,Na,0,Hourly,8000,Chief Engineer
167869,San Barth,Fuel Oil System,1.001.001.083-001,1.001.001.083-001-J004,Main Engine Vit Linkages Inspect & Lubrication,Na,0,Hourly,500,Second Engineer
167870,San Barth,Fuel Oil System,1.001.001.083-001,1.001.001.083-001-J005,Main Engine Vit Air Pressure Checks,Weekly,1,Na,,Second Engineer
167871,San Barth,Fuel Oil System,1.001.001.083-001,1.001.001.083-001-J006,Main Engine Vit Control Air Cylinder Overhaul,Monthly,30,Na,,Chief Engineer
167872,San Barth,Boost Air Cooler,2.001.001.035-001,2.001.001.035-001-J001,Auxiliary Engine Air Cooler Inspection,Na,0,Hourly,4000,Third Engineer
167874,San Barth,Attached Cooling Water Pump,2.001.001.020-001,2.001.001.020-001-J002,Auxiliary Engine Attached Cooling Water Pump Overhaul,Na,0,Hourly,12000,Third Engineer
167875,San Barth,Auxiliary Engine Fuel Oil System,2.001.001.063-001,2.001.001.063-001-J002,Auxiliary Engine Fo Attached Booster Pump Overhaul,Na,0,Hourly,12000,Third Engineer
167876,San Barth,Connecting Rod,2.001.001.003-001,2.001.001.003-001-J003,Auxiliary Engine Bottom End Bearing Overhaul,Na,0,Hourly,12000,Third Engineer
167883,San Barth,Camshaft And Bearing,2.001.001.012-001,2.001.001.012-001-J002,Auxiliary Engine Camshaft Bearing Inspection,Na,0,Hourly,10000,Third Engineer
167891,San Barth,Auxiliary Engine #1,2.001.001-001,2.001.001-001-J010,Auxiliary Engine Crankweb Deflection Inspection,Na,0,Hourly,2000,Third Engineer
167903,San Barth,Fuel Injection Valve,2.001.001.006-001,2.001.001.006-001-J003,Auxiliary Engine Fuel Injectors Overhaul,Na,0,Hourly,2000,Third Engineer
167910,San Barth,Fuel Injection Pump,2.001.001.007-001,2.001.001.007-001-J002,Auxiliary Engine Fuel Pump Timing Checks,Na,0,Hourly,6000,Third Engineer
167920,San Barth,Governor,2.001.001.036-001,2.001.001.036-001-J003,Auxiliary Engine Governor Linkages Inspection,Na,0,Hourly,1000,Third Engineer
167922,San Barth,Cooling Water System,2.001.001.050-001,2.001.001.050-001-J003,Auxiliary Engine Jacket F.W Cooler Inspection,Monthly,6,Na,,Third Engineer
167923,San Barth,Lube Oil Cooler,2.001.001.026-001,2.001.001.026-001-J001,Auxiliary Engine L.O Cooler Routines,Monthly,6,Na,,Third Engineer
167926,San Barth,Auxiliary Engine #1,2.001.001-001,2.001.001-001-J012,Auxiliary Engine Peak Pressures Record,Monthly,1,Na,,Third Engineer
167931,San Barth,Auxiliary Engine Rocker Arm,2.001.001.047-001,2.001.001.047-001-J001,Auxiliary Engine Valve Tappet Clearance Checks,Na,0,Hourly,500,Third Engineer
167937,San Barth,Turbocharger,2.001.001.034-001,2.001.001.034-001-J004,Auxiliary Engine Turbocharger Blower Side Water Wash,Weekly,1,Na,,Third Engineer
167939,San Barth,Turbocharger,2.001.001.034-001,2.001.001.034-001-J006,Auxiliary Engine Turbocharger Turbine Side Water Wash,Na,0,Hourly,250,Third Engineer
168070,San Barth,Emergency Generator,2.500.001-001,2.500.001-001-J005,Emergency Generator Crankcase Inspect & Oil Renew,Monthly,24,Na,,Third Engineer
168071,San Barth,Auxiliary Boiler,10.100.001-001,10.100.001-001-J008,Aux. Boiler Drum Pressure Gauge Calibration,Monthly,60,Na,,Second Engineer
168072,San Barth,Auxiliary Boiler Main Burner,10.100.001.001-001,10.100.001.001-001-J001,Aux. Boiler Main Burner Overhaul,Monthly,1,Na,,Third Engineer
168073,San Barth,Auxiliary Boiler,10.100.001-001,10.100.001-001-J009,Aux. Boiler Mountings Overhaul,Monthly,30,Na,,Third Engineer
168074,San Barth,Auxiliary Boiler,10.100.001-001,10.100.001-001-J010,Aux. Boiler Pilot Burner Overhaul,Monthly,1,Na,,Third Engineer
168075,San Barth,Auxiliary Boiler Safety Valve,10.100.001.031-001,10.100.001.031-001-J004,Aux. Boiler Safety Valve Inspection,Monthly,12,Na,,Third Engineer
168076,San Barth,Auxiliary Boiler Soot Blower #1,10.100.001.027-001,10.100.001.027-001-J001,Aux. Boiler Soot Blowers Overhaul,Monthly,6,Na,,Third Engineer
168078,San Barth,Auxiliary Boiler,10.100.001-001,10.100.001-001-J011,Aux. Boiler Yearly Inspect,Monthly,12,Na,,Third Engineer
168079,San Barth,Auxiliary Boiler,10.100.001-001,10.100.001-001-J012,Aux. Boiler 30M Inspection,Monthly,30,Na,,Chief Engineer
168080,San Barth,Auxiliary Boiler,10.100.001-001,10.100.001-001-J013,Aux. Boiler Windbox Inspection,Monthly,30,Na,,Third Engineer
168084,San Barth,Main Burner,10.100.002.001-001,10.100.002.001-001-J001,Composite Boiler Main Burner Overhaul,Monthly,1,Na,,Third Engineer
168085,San Barth,Composite Exhaust Gas/Oil-Fired Boiler,10.100.002-001,10.100.002-001-J005,Composite Boiler Mountings Overhaul,Monthly,30,Na,,Third Engineer
168086,San Barth,Composite Exhaust Gas/Oil-Fired Boiler,10.100.002-001,10.100.002-001-J006,Composite Boiler Pilot Burner Overhaul,Monthly,1,Na,,Third Engineer
168087,San Barth,Composite Boiler Safety Valve,10.200.007.003-001,10.200.007.003-001-J001,Composite Boiler Safety Valve Inspection,Monthly,12,Na,,Third Engineer
168088,San Barth,Composite Boiler Soot Blower,10.100.002.010-001,10.100.002.010-001-J001,Composite Boiler Soot Blowers Overhaul,Monthly,6,Na,,Third Engineer
168089,San Barth,Composite Exhaust Gas/Oil-Fired Boiler,10.100.002-001,10.100.002-001-J007,Composite Boiler Yearly Inspect,Monthly,12,Na,,Third Engineer
168092,San Barth,Composite Exhaust Gas/Oil-Fired Boiler,10.100.002-001,10.100.002-001-J010,Composite Boiler Safety Valve Easing Gear Inspection,Monthly,1,Na,,Third Engineer
168093,San Barth,Composite Exhaust Gas/Oil-Fired Boiler,10.100.002-001,10.100.002-001-J011,Composite Boiler Smoke Spaces Cleaning,Monthly,2,Na,,Third Engineer
168094,San Barth,Composite Exhaust Gas/Oil-Fired Boiler,10.100.002-001,10.100.002-001-J012,Composite Boiler Steam Side Inspection,Monthly,12,Na,,Chief Engineer
168112,San Barth,Air Conditioning Plant,14.100.001-001,14.100.001-001-J001,Air Condition Air Filter Inspection,Na,0,Hourly,1000,Fourth Engineer
168113,San Barth,Air Conditioning Plant,14.100.001-001,14.100.001-001-J002,Air Condition Lub. Oil Inspection,Na,0,Hourly,2000,Fourth Engineer
168114,San Barth,Air Conditioning Plant,14.100.001-001,14.100.001-001-J003,Air Condition Oil Separator Overhaul,Monthly,12,Na,,Fourth Engineer
168115,San Barth,Emergency Air Compressor,9.100.003-001,9.100.003-001-J003,Emergency Air Compressor Crankcase Oil Level Check,Weekly,1,Na,,Fourth Engineer
168116,San Barth,Emergency Air Compressor,9.100.003-001,9.100.003-001-J004,Emergency Air Compressor Crankcase Oil Renewal,Monthly,12,Na,,Fourth Engineer
168117,San Barth,Emergency Air Compressor,9.100.003-001,9.100.003-001-J005,Emerg. Air Compressor Suction / Discharge Valves Overhaul,Monthly,60,Na,,Fourth Engineer
168127,San Barth,Provision Refrigerant Air Dryer,14.200.005-001,14.200.005-001-J002,Control Air Drier Charge Renewal,Monthly,6,Na,,Second Engineer
168128,San Barth,Control Air Dryer,9.200.008-001,9.200.008-001-J001,Control Air Drier 3M Routines,Monthly,3,Na,,Second Engineer
168129,San Barth,Provision Refrigerant Air Dryer,14.200.005-001,14.200.005-001-J003,Control Air Drier 3M Inspect,Monthly,3,Na,,Second Engineer
168130,San Barth,Fuel Purifier #1,5.300.001-001,5.300.001-001-J004,Purifier Bowl Inspection,Na,0,Hourly,1000,Fourth Engineer
168231,San Barth,Aux Boiler Feed Water Pump #1,10.300.001-001,10.300.001-001-J004,Centrifugal Pump Complete Overhaul,Monthly,60,Na,,Fourth Engineer
168232,San Barth,Aux Boiler Feed Water Pump #1,10.300.001-001,10.300.001-001-J005,Centrifugal Pump 6M Inspection,Monthly,6,Na,,Fourth Engineer
168289,San Barth,Stern Tube Lube Oil Pump,1.400.001.010-001,1.400.001.010-001-J004,Piston Pump Complete Overhaul,Monthly,60,Na,,Fourth Engineer
168290,San Barth,Stern Tube Lube Oil Pump,1.400.001.010-001,1.400.001.010-001-J005,Piston Pump Foundation Inspection,Monthly,6,Na,,Fourth Engineer
168291,San Barth,Stern Tube Lube Oil Pump,1.400.001.010-001,1.400.001.010-001-J006,Piston Pump Suction And Discharge Valves Overhaul,Monthly,12,Na,,Fourth Engineer
168323,San Barth,Slop / Stripping Pump Motor #1,15.200.004.002-001,15.200.004.002-001-J001,Ballast Stripping Pump Performance Check,Monthly,3,Na,,Second Engineer
168324,San Barth,Slop / Stripping Pump Motor #1,15.200.004.002-001,15.200.004.002-001-J002,Ballast Stripping Pump Overhaul,Monthly,30,Na,,Second Engineer
168345,San Barth,Oil Discharge Monitoring System (Odme),13.200.004-001,13.200.004-001-J002,Odme Monthly Routines,Monthly,1,Na,,Chief Officer
168346,San Barth,Oil Discharge Monitoring System (Odme),13.200.004-001,13.200.004-001-J003,Odme 3M Inspection,Monthly,3,Na,,Electrical Officer
168362,San Barth,Main Engine Arrangement Of Layshaft,1.001.001.092-001,1.001.001.092-001-J002,Fuel Oil Filter Inspection - Basket Type,Monthly,1,Na,,Fourth Engineer
168366,San Barth,Fresh Water Generator Ejector Pump,8.100.009-001,8.100.009-001-J003,Fw Ejector Pump Overhaul,Monthly,12,Na,,Fourth Engineer
168367,San Barth,Fresh Water Generator,7.100.001-001,7.100.001-001-J005,Fwg 3M Routines,Monthly,3,Na,,Third Engineer
168382,San Barth,Sewage Treatment Plant,13.100.001-001,13.100.001-001-J004,Stp Internals Inspect,Monthly,12,Na,,Fourth Engineer
168430,San Barth,Main Switchboard,3.001.001-001,3.001.001-001-J004,Main Switchboard 3M Inspection / Emergency Switch Board 3M Inspection,Monthly,3,Na,,Electrical Officer
168438,San Barth,Auxiliary Boiler Fuel Oil Pump Motor #1,10.100.001.004-001,10.100.001.004-001-J001,Electric Motor - Megger Test - 3 Monthly,Monthly,3,Na,,Electrical Officer
